Yr,WofY,AllVisits,RespFeverILI,pctRespFeverILI,Week
2010,41,32732,3674,0.112244897959184,353
2010,42,35523,4466,0.125721363623568,354
2010,43,35179,4019,0.114244293470536,355
2010,44,34850,3748,0.107546628407461,356
2010,45,34560,3789,0.109635416666667,357
2010,46,33965,3926,0.115589577506256,358
2010,47,34138,3987,0.116790673150155,359
2010,48,33758,3948,0.116950056282955,360
2010,49,33730,4159,0.123302697895049,361
2010,50,32092,4372,0.136233329178612,362
2010,51,32960,4775,0.144872572815534,363
2010,52,34776,6438,0.185127674258109,364
2011,1,5967,1365,0.228758169934641,365
2011,2,38560,6479,0.168023858921162,366
2011,3,34742,5189,0.149358125611652,367
2011,4,34571,5163,0.149344826588759,368
2011,5,35312,5455,0.154480063434526,369
2011,6,34806,5526,0.158765730046544,370
2011,7,36319,5467,0.150527272226658,371
2011,8,38801,5850,0.150769310069328,372
2011,9,40062,6646,0.165892866057611,373
2011,10,38242,6076,0.158882903613828,374
2011,11,38519,6188,0.160647991900101,375
2011,12,38303,5898,0.153982716758478,376
2011,13,38158,5505,0.144268567534986,377
2011,14,37330,5064,0.135654969193678,378
2011,15,38862,5265,0.135479388605836,379
2011,16,38942,5203,0.133608956910277,380
2011,17,37893,5205,0.137360462354525,381
2011,18,38539,5113,0.132670801006772,382
2011,19,38470,4696,0.122069144788147,383
2011,20,39422,4270,0.108315153974938,384
2011,21,38977,4117,0.105626395053493,385
2011,22,40808,4296,0.105273475789061,386
2011,23,40052,4035,0.100744032757415,387
2011,24,40319,3773,0.0935787097894293,388
2011,25,39893,3663,0.0918206201589251,389
2011,26,40336,3645,0.0903659262197541,390
2011,27,40371,3776,0.0935324861905824,391
2011,28,42192,3914,0.0927664012135002,392
2011,29,41021,3619,0.0882231052387801,393
2011,30,43344,3748,0.0864710225175341,394
2011,31,44981,4167,0.0926391142927014,395
2011,32,45594,4172,0.0915032679738562,396
2011,33,43730,3618,0.0827349645552252,397
2011,34,43275,3376,0.0780127094165222,398
2011,35,42161,3353,0.0795284741823012,399
2011,36,42329,3355,0.0792600817406506,400
2011,37,41934,3566,0.0850383936662374,401
2011,38,41091,3696,0.0899467036577353,402
2011,39,41148,4224,0.1026538349373,403
2011,40,42729,4715,0.110346603009666,404
2011,41,42407,5129,0.120947013464758,405
2011,42,42521,5445,0.128054373133275,406
2011,43,40468,4831,0.119378274191954,407
2011,44,40016,4994,0.124800079968013,408
2011,45,41358,5249,0.126916195173848,409
2011,46,40778,5168,0.126735004168915,410
2011,47,41829,5492,0.131296468956944,411
2011,48,40818,5363,0.131388113087363,412
2011,49,40242,5136,0.127627851498434,413
2011,50,40506,5312,0.131141065521157,414
2011,51,40412,5406,0.133772146887063,415
2011,52,41068,6134,0.149362033700205,416
2012,1,44056,6875,0.156051389141093,417
2012,2,40235,5204,0.129340126755313,418
2012,3,39442,4648,0.117843922721972,419
2012,4,40236,4941,0.122800477184611,420
2012,5,40573,5582,0.137579178271264,421
2012,6,42348,6134,0.144847454425238,422
2012,7,43424,6499,0.149663780397937,423
2012,8,45967,7847,0.170709421976635,424
2012,9,44059,7334,0.166458612315304,425
2012,10,44007,7388,0.167882382348263,426
2012,11,44380,7552,0.170166741775575,427
2012,12,45681,6924,0.151572863991594,428
2012,13,42416,5527,0.130304602036967,429
2012,14,42857,5783,0.134937116457055,430
2012,15,43742,6044,0.138173837501715,431
2012,16,43703,5710,0.130654646134133,432
2012,17,42547,5206,0.122358803205866,433
2012,18,42801,4950,0.115651503469545,434
2012,19,44238,4907,0.110922736109227,435
2012,20,44457,4688,0.105450210315586,436
2012,21,45911,4657,0.101435385855242,437
2012,22,44267,4170,0.0942010978832991,438
2012,23,43812,3977,0.0907742171094677,439
2012,24,44499,4134,0.0929009640666082,440
2012,25,44665,4251,0.0951751931042203,441
2012,26,45093,4320,0.0958020091810259,442
2012,27,46715,4639,0.099304291983303,443
2012,28,45448,4287,0.0943275831719768,444
2012,29,45931,4201,0.0914632818793407,445
2012,30,45255,3826,0.0845431444039333,446
2012,31,45432,3801,0.0836634970945589,447
2012,32,45818,3804,0.0830241389846785,448
2012,33,44031,3471,0.0788308237378211,449
2012,34,44273,3392,0.0766155444627651,450
2012,35,44815,3542,0.0790360370411693,451
2012,36,44280,3717,0.0839430894308943,452
2012,37,43009,3813,0.0886558627264061,453
2012,38,42736,4272,0.0999625608386372,454
2012,39,42189,4653,0.11028941193202,455
2012,40,45053,4863,0.107939537877611,456
2012,41,43142,5161,0.119628204533865,457
2012,42,43916,4786,0.108980781491939,458
2012,43,43263,4735,0.109446871460601,459
2012,44,42111,4724,0.112179715513761,460
2012,45,42815,5217,0.121849818988672,461
2012,46,42953,5445,0.126766465671781,462
2012,47,42536,5581,0.131206507429001,463
2012,48,41674,5852,0.140423285501752,464
2012,49,43738,6844,0.156477205176277,465
2012,50,44089,7786,0.176597337204291,466
2012,51,45679,8818,0.19304275487642,467
2012,52,49459,12323,0.249155866475262,468
2013,1,35036,7091,0.202391825550862,469
2013,2,43796,7122,0.162617590647548,470
2013,3,41598,6022,0.144766575316121,471
2013,4,39377,5627,0.142900678060797,472
2013,5,43226,5835,0.134988201545366,473
2013,6,43409,6211,0.143080927918174,474
2013,7,46047,6192,0.134471301061958,475
2013,8,46329,6376,0.137624382136459,476
2013,9,46073,6163,0.133765980075098,477
2013,10,46654,6350,0.136108372272474,478
2013,11,46048,6410,0.139202571230021,479
2013,12,46474,5819,0.125209794723932,480
2013,13,46759,5853,0.125173763339678,481
2013,14,46912,5899,0.125746077762619,482
2013,15,46169,5547,0.120145552210358,483
2013,16,45999,5348,0.11626339703037,484
2013,17,46527,5247,0.112773228447998,485
2013,18,47617,5062,0.106306571182561,486
2013,19,49711,5117,0.102934964092454,487
2013,20,45764,4675,0.102154531946508,488
2013,21,48697,4859,0.0997802739388463,489
2013,22,48604,4417,0.0908772940498724,490
2013,23,51629,4631,0.0896976505452362,491
2013,24,53796,4824,0.0896720945795226,492
2013,25,53580,4832,0.0901829040686823,493
2013,26,56945,5168,0.0907542365440337,494
2013,27,57549,5694,0.0989417713600584,495
2013,28,56716,5127,0.0903977713519994,496
2013,29,58338,5086,0.0871815969008194,497
2013,30,59307,4959,0.0836157620516971,498
2013,31,57548,4325,0.0751546535066379,499
2013,32,58441,4355,0.0745196009650759,500
2013,33,56247,4089,0.0726972105178943,501
2013,34,57181,4103,0.0717546038019622,502
2013,35,56518,4223,0.0747195583707845,503
2013,36,58081,4434,0.0763416607840774,504
2013,37,60292,4611,0.0764778080010615,505
2013,38,64364,5810,0.0902678515940588,506
2013,39,61955,6117,0.0987329513356468,507
2013,40,62446,6254,0.10015053005797,508
2013,41,63945,6396,0.100023457658926,509
2013,42,61731,6501,0.105311755843903,510
2013,43,59696,6001,0.100525998391852,511
2013,44,58573,5858,0.100011950898878,512
2013,45,58688,5842,0.0995433478735005,513
2013,46,58932,6193,0.105087219167854,514
2013,47,57127,5992,0.104889106727117,515
2013,48,55198,6112,0.110728649588753,516
